time,solar radiation
2022-07-23 11:00:00,3081857.0
2022-07-23 12:00:00,3346249.0
2022-07-23 13:00:00,3370115.5
2022-07-23 14:00:00,
2022-07-23 15:00:00,2733547.2
2022-07-23 16:00:00,2132458.2
2022-07-23 17:00:00,1421082.8
2022-07-23 18:00:00,699506.4
2022-07-23 19:00:00,158211.75
2022-07-23 20:00:00,
2022-07-23 21:00:00,0.0
2022-07-23 22:00:00,0.0
2022-03-06 06:00:00,22775.875
2022-03-06 07:00:00,391872.5
2022-03-06 08:00:00,1037871.6
2022-03-06 09:00:00,1660645.9
2022-03-06 10:00:00,2136885.0
2022-03-06 11:00:00,2409360.8
2022-03-06 12:00:00,2450421.5
2022-03-06 13:00:00,2264108.8
2022-03-06 14:00:00,1853823.4
2022-03-06 15:00:00,1273072.0
2022-03-06 16:00:00,615652.9
2022-03-06 19:00:00,0.0
2022-03-06 20:00:00,0.0
2022-03-06 21:00:00,0.0
2022-09-10 08:00:00,247647.0
2022-09-10 10:00:00,1608037.0
2022-09-10 12:00:00,2697362.8
2022-09-10 13:00:00,2925698.2
2022-09-10 14:00:00,2901831.8
2022-09-10 15:00:00,2633077.0
2022-09-10 18:00:00,779125.5
2022-09-10 19:00:00,184708.75
2022-09-10 21:00:00,0.0
2022-09-10 22:00:00,0.0
2022-04-12 06:00:00,
2022-04-12 07:00:00,1046083.75
2022-04-12 08:00:00,1801342.8
2022-04-12 09:00:00,2460430.0
2022-04-12 10:00:00,2943854.8
2022-04-12 11:00:00,3200740.5
2022-04-12 12:00:00,3214277.5
2022-04-12 13:00:00,2977152.5
2022-04-12 14:00:00,2511242.5
2022-04-12 16:00:00,1098436.0
2022-04-12 17:00:00,378720.25
2022-04-12 18:00:00,15911.0
2022-04-12 19:00:00,0.0
2022-04-12 20:00:00,0.0
2022-04-12 21:00:00,0.0
2022-04-05 06:00:00,258040.5
2022-04-05 07:00:00,913150.0
2022-04-05 08:00:00,1651407.2
2022-04-05 09:00:00,2305233.8
2022-04-05 10:00:00,2784680.8
2022-04-05 12:00:00,3057413.0
2022-04-05 13:00:00,2819261.5
2022-04-05 16:00:00,969351.75
2022-04-05 17:00:00,300191.75
2022-04-05 18:00:00,6544.125
2022-04-05 19:00:00,0.0
2022-04-05 20:00:00,
2022-04-05 21:00:00,0.0
2022-07-09 07:00:00,604104.6
2022-07-09 08:00:00,1308807.6
2022-07-09 09:00:00,2013574.9
2022-07-09 10:00:00,2635194.2
2022-07-09 11:00:00,3097190.5
2022-07-09 12:00:00,3353691.0
2022-07-09 13:00:00,3379418.2
2022-07-09 14:00:00,3180017.5
2022-07-09 15:00:00,2766909.0
2022-07-09 16:00:00,2180319.5
2022-07-09 17:00:00,1481519.0
2022-07-09 18:00:00,764561.9
2022-07-09 19:00:00,196321.25
2022-07-09 20:00:00,1668.25
2022-07-09 21:00:00,0.0
2022-07-09 22:00:00,0.0
2022-09-14 07:00:00,217878.0
2022-09-14 08:00:00,821533.5
2022-09-14 09:00:00,1518345.2
2022-09-14 10:00:00,2135409.5
2022-09-14 11:00:00,2581558.8
2022-09-14 12:00:00,2800463.2
2022-09-14 13:00:00,2772875.8
2022-09-14 14:00:00,2511755.8
2022-09-14 15:00:00,2035965.8
2022-09-14 16:00:00,
2022-09-14 17:00:00,700725.4
2022-09-14 18:00:00,147690.0
2022-09-14 19:00:00,0.0
2022-09-14 21:00:00,0.0
2022-09-14 22:00:00,0.0
2022-07-27 08:00:00,1272558.8
2022-07-27 09:00:00,1998818.8
2022-07-27 10:00:00,
2022-07-27 11:00:00,3083204.2
2022-07-27 12:00:00,3338806.8
2022-07-27 13:00:00,3359273.0
2022-07-27 14:00:00,3142678.0
2022-07-27 15:00:00,
2022-07-27 17:00:00,1399333.5
2022-07-27 18:00:00,676730.6
2022-07-27 19:00:00,142749.88
2022-07-27 21:00:00,0.0
2022-07-27 22:00:00,
2022-03-02 06:00:00,11740.875
2022-03-02 07:00:00,329639.88
2022-03-02 08:00:00,
2022-03-02 09:00:00,
2022-03-02 11:00:00,
2022-03-02 12:00:00,2365028.2
2022-03-02 13:00:00,2187761.8
2022-03-02 14:00:00,1794670.4
2022-03-02 15:00:00,1226558.0
2022-03-02 16:00:00,
2022-03-02 17:00:00,89691.875
2022-03-02 18:00:00,0.0
2022-03-02 19:00:00,0.0
2022-03-02 20:00:00,0.0
2022-07-30 07:00:00,546170.6
2022-07-30 08:00:00,
2022-07-30 09:00:00,2008570.6
2022-07-30 10:00:00,2650912.8
2022-07-30 12:00:00,3381599.5
2022-07-30 13:00:00,
2022-07-30 14:00:00,3164042.5
2022-07-30 16:00:00,2101470.2
2022-07-30 17:00:00,1378803.2
2022-07-30 18:00:00,651196.0
2022-07-30 19:00:00,
2022-07-30 20:00:00,0.0
2022-07-30 21:00:00,0.0
2022-07-30 22:00:00,0.0
2022-03-15 05:00:00,60372.0
2022-03-15 06:00:00,528463.25
2022-03-15 07:00:00,1218795.0
2022-03-15 08:00:00,1857287.9
2022-03-15 09:00:00,2337184.0
2022-03-15 10:00:00,2617679.5
2022-03-15 12:00:00,2454591.8
2022-03-15 13:00:00,2028908.5
2022-03-15 14:00:00,1430000.8
2022-03-15 16:00:00,169182.75
2022-03-15 17:00:00,
2022-03-15 18:00:00,0.0
2022-03-15 19:00:00,0.0
2022-03-15 20:00:00,0.0
2022-09-03 07:00:00,
2022-09-03 08:00:00,927842.0
2022-09-03 09:00:00,
2022-09-03 10:00:00,2276234.5
2022-09-03 11:00:00,2733932.2
2022-09-03 12:00:00,2974714.5
2022-09-03 13:00:00,2968106.2
2022-09-03 14:00:00,
2022-09-03 15:00:00,2231773.5
2022-09-03 16:00:00,1586031.0
2022-09-03 17:00:00,866571.9
2022-09-03 18:00:00,246941.25
2022-09-03 19:00:00,3721.25
2022-09-03 20:00:00,0.0
2022-09-03 21:00:00,0.0
2022-09-03 22:00:00,0.0
2022-01-13 06:00:00,0.0
2022-01-13 08:00:00,397903.25
2022-01-13 10:00:00,
2022-01-13 11:00:00,1545804.5
2022-01-13 12:00:00,1578781.2
2022-01-13 13:00:00,1403311.2
2022-01-13 14:00:00,1040117.1
2022-01-13 15:00:00,556179.1
2022-01-13 16:00:00,122604.5
2022-01-13 17:00:00,0.0
2022-01-13 20:00:00,0.0
2022-01-13 21:00:00,
2022-08-09 07:00:00,416252.25
2022-08-09 08:00:00,
2022-08-09 10:00:00,2439643.0
2022-08-09 12:00:00,3157241.8
2022-08-09 13:00:00,
2022-08-09 15:00:00,2518877.2
2022-08-09 16:00:00,1924396.2
2022-08-09 17:00:00,1207567.5
2022-08-09 18:00:00,515503.5
2022-08-09 19:00:00,76988.75
2022-08-09 20:00:00,0.0
2022-08-09 21:00:00,0.0
2022-08-09 22:00:00,0.0
2022-05-21 07:00:00,663129.25
2022-05-21 08:00:00,1379958.0
2022-05-21 09:00:00,2094413.0
2022-05-21 10:00:00,2699929.0
2022-05-21 11:00:00,3128242.5
2022-05-21 12:00:00,3337074.5
2022-05-21 13:00:00,3311155.0
2022-05-21 14:00:00,
2022-05-21 15:00:00,2588167.0
2022-05-21 16:00:00,1962441.5
2022-05-21 17:00:00,1249911.2
2022-05-21 18:00:00,552650.5
2022-05-21 19:00:00,93926.25
2022-05-21 20:00:00,0.0
2022-05-21 21:00:00,0.0
2022-05-21 22:00:00,0.0
2022-01-04 06:00:00,
2022-01-04 07:00:00,39456.75
2022-01-04 08:00:00,367492.75
2022-01-04 09:00:00,829873.9
2022-01-04 10:00:00,1205707.0
2022-01-04 11:00:00,1414410.5
2022-01-04 12:00:00,1426857.0
2022-01-04 13:00:00,1243046.5
2022-01-04 14:00:00,890053.4
2022-01-04 15:00:00,438258.12
2022-01-04 16:00:00,71727.875
2022-01-04 17:00:00,0.0
2022-01-04 18:00:00,0.0
2022-01-04 19:00:00,
2022-01-04 20:00:00,0.0
2022-01-04 21:00:00,0.0
2022-02-08 06:00:00,0.0
2022-02-08 07:00:00,118755.125
2022-02-08 08:00:00,580366.4
2022-02-08 09:00:00,1125446.2
2022-02-08 10:00:00,1578717.1
2022-02-08 11:00:00,1857223.8
2022-02-08 12:00:00,1925358.6
2022-02-08 13:00:00,1770868.0
2022-02-08 14:00:00,1405107.6
2022-02-08 15:00:00,879339.1
2022-02-08 16:00:00,320786.25
2022-02-08 17:00:00,14178.875
2022-02-08 18:00:00,0.0
2022-02-08 19:00:00,0.0
2022-02-08 21:00:00,0.0
2022-08-30 07:00:00,301090.0
2022-08-30 08:00:00,955301.25
2022-08-30 09:00:00,1679123.2
2022-08-30 10:00:00,2310687.0
2022-08-30 11:00:00,2773966.5
2022-08-30 12:00:00,3016480.8
2022-08-30 13:00:00,3018084.8
2022-08-30 14:00:00,2771592.5
2022-08-30 15:00:00,2310045.5
2022-08-30 16:00:00,1672579.1
2022-08-30 17:00:00,
2022-08-30 18:00:00,300961.62
2022-08-30 19:00:00,9174.5
2022-08-30 20:00:00,0.0
2022-08-30 21:00:00,0.0
2022-08-30 22:00:00,0.0
2022-02-26 06:00:00,4940.25
2022-02-26 07:00:00,270871.88
2022-02-26 08:00:00,860605.25
2022-02-26 10:00:00,1931453.6
2022-02-26 11:00:00,2196743.8
2022-02-26 13:00:00,2040456.8
2022-02-26 14:00:00,1648007.0
2022-02-26 15:00:00,1117875.8
2022-02-26 18:00:00,0.0
2022-02-26 19:00:00,0.0
2022-02-26 20:00:00,0.0
2022-02-26 21:00:00,0.0
2022-06-03 07:00:00,725554.25
2022-06-03 08:00:00,
2022-06-03 10:00:00,2729184.5
2022-06-03 11:00:00,3153071.5
2022-06-03 12:00:00,
2022-06-03 13:00:00,3356514.0
2022-06-03 14:00:00,3116694.5
2022-06-03 15:00:00,2670545.0
2022-06-03 16:00:00,2060153.0
2022-06-03 17:00:00,1355642.5
2022-06-03 18:00:00,656713.5
2022-06-03 19:00:00,143584.0
2022-06-03 20:00:00,128.5
2022-06-03 22:00:00,0.0
2022-06-14 07:00:00,
2022-06-14 08:00:00,1464709.8
2022-06-14 09:00:00,2176983.2
2022-06-14 10:00:00,2783654.0
2022-06-14 11:00:00,3215817.2
2022-06-14 12:00:00,3437224.0
2022-06-14 13:00:00,3431449.8
2022-06-14 14:00:00,3200098.8
2022-06-14 15:00:00,2760044.2
2022-06-14 16:00:00,2154207.5
2022-06-14 17:00:00,1444307.8
2022-06-14 18:00:00,733124.75
2022-06-14 19:00:00,182912.38
2022-06-14 20:00:00,1219.0
2022-06-14 21:00:00,0.0
2022-06-14 22:00:00,0.0
2022-05-18 08:00:00,1286416.8
2022-05-18 09:00:00,1978031.8
2022-05-18 10:00:00,2568663.2
2022-05-18 11:00:00,2991010.2
2022-05-18 12:00:00,3197725.0
2022-05-18 14:00:00,2923388.5
2022-05-18 15:00:00,2466974.0
2022-05-18 16:00:00,1853374.2
2022-05-18 18:00:00,496128.0
2022-05-18 20:00:00,
2022-05-18 21:00:00,
2022-05-18 22:00:00,0.0
2022-08-27 07:00:00,331564.62
2022-08-27 08:00:00,999249.0
2022-08-27 09:00:00,1736030.6
2022-08-27 10:00:00,2381195.8
2022-08-27 11:00:00,2852302.5
2022-08-27 12:00:00,3103157.2
2022-08-27 13:00:00,3106942.5
2022-08-27 14:00:00,2862054.2
2022-08-27 16:00:00,1747963.9
2022-08-27 18:00:00,339263.5
2022-08-27 19:00:00,
2022-08-27 20:00:00,0.0
2022-08-27 21:00:00,0.0
2022-08-27 22:00:00,0.0
2022-06-29 20:00:00,2309.75
2022-06-29 21:00:00,0.0
2022-06-29 22:00:00,0.0
2022-05-25 09:00:00,2137334.2
2022-05-25 10:00:00,2733226.5
2022-05-25 11:00:00,3153713.0
2022-05-25 12:00:00,3358182.0
2022-05-25 13:00:00,
2022-05-25 15:00:00,2617102.0
2022-05-25 16:00:00,1999139.5
2022-05-25 17:00:00,1289047.2
2022-05-25 18:00:00,592877.1
2022-05-25 19:00:00,110029.75
2022-05-25 20:00:00,0.0
2022-05-25 21:00:00,0.0
2022-05-25 22:00:00,0.0
2022-01-17 06:00:00,0.0
2022-01-17 07:00:00,56009.375
2022-01-17 08:00:00,439477.12
2022-01-17 09:00:00,946832.5
2022-01-17 10:00:00,1361544.9
2022-01-17 11:00:00,1598156.8
2022-01-17 12:00:00,
2022-01-17 13:00:00,
2022-01-17 14:00:00,1085283.8
2022-01-17 15:00:00,596084.9
2022-01-17 16:00:00,
2022-01-17 17:00:00,0.0
2022-01-17 18:00:00,0.0
2022-01-17 19:00:00,0.0
2022-01-17 21:00:00,0.0
2022-08-23 07:00:00,323930.0
2022-08-23 08:00:00,982119.0
2022-08-23 09:00:00,1703631.2
2022-08-23 10:00:00,2336414.0
2022-08-23 11:00:00,2813744.0
2022-08-23 12:00:00,3060364.2
2022-08-23 13:00:00,3056001.5
2022-08-23 15:00:00,2362590.2
2022-08-23 16:00:00,1740521.6
2022-08-23 17:00:00,
2022-08-23 18:00:00,369994.88
2022-08-23 19:00:00,24379.875
2022-08-23 20:00:00,0.0
2022-08-23 21:00:00,0.0
2022-08-23 22:00:00,0.0
2022-06-10 07:00:00,652928.25
2022-06-10 08:00:00,1332032.5
2022-06-10 09:00:00,1983228.5
2022-06-10 10:00:00,2588487.8
2022-06-10 11:00:00,3009551.8
2022-06-10 12:00:00,3249179.0
2022-06-10 13:00:00,3263422.0
2022-06-10 14:00:00,3040411.5
2022-06-10 15:00:00,2600292.8
2022-06-10 16:00:00,1987013.8
2022-06-10 19:00:00,
2022-06-10 20:00:00,513.25
2022-06-10 21:00:00,0.0
2022-06-10 22:00:00,0.0
2022-02-22 06:00:00,
2022-02-22 07:00:00,
2022-02-22 08:00:00,776687.5
2022-02-22 09:00:00,1348071.9
2022-02-22 10:00:00,1820846.5
2022-02-22 11:00:00,2088831.2
2022-02-22 12:00:00,2128480.5
2022-02-22 13:00:00,1943964.2
2022-02-22 14:00:00,1563576.0
2022-02-22 15:00:00,1031648.4
2022-02-22 16:00:00,444866.38
2022-02-22 17:00:00,47797.25
2022-02-22 18:00:00,0.0
2022-02-22 19:00:00,0.0
2022-02-22 20:00:00,0.0
2022-02-22 21:00:00,0.0
2022-06-07 07:00:00,750190.6
2022-06-07 08:00:00,
2022-06-07 09:00:00,2170952.5
2022-06-07 10:00:00,2761006.5
2022-06-07 11:00:00,3180530.8
2022-06-07 12:00:00,3389298.5
2022-06-07 13:00:00,3370949.5
2022-06-07 14:00:00,3127857.8
2022-06-07 15:00:00,2683633.0
2022-06-07 16:00:00,2083377.9
2022-06-07 17:00:00,1384641.5
2022-06-07 18:00:00,681478.25
2022-06-07 19:00:00,153143.38
2022-06-07 20:00:00,385.0
2022-06-07 21:00:00,0.0
2022-06-07 22:00:00,0.0
2022-01-07 06:00:00,0.0
2022-01-07 07:00:00,36826.375
2022-01-07 08:00:00,347154.88
2022-01-07 09:00:00,781178.5
2022-01-07 11:00:00,1333829.0
2022-01-07 12:00:00,1356989.8
2022-01-07 14:00:00,844181.0
2022-01-07 15:00:00,419716.75
2022-01-07 16:00:00,76988.75
2022-01-07 18:00:00,0.0
2022-01-07 19:00:00,0.0
2022-01-07 20:00:00,0.0
2022-01-07 21:00:00,0.0
2022-05-22 08:00:00,681029.1
2022-05-22 10:00:00,2088061.4
2022-05-22 11:00:00,2686584.2
2022-05-22 12:00:00,3118811.5
2022-05-22 13:00:00,3337908.5
2022-05-22 14:00:00,3324114.5
2022-05-22 15:00:00,3073452.5
2022-05-22 16:00:00,2612611.0
2022-05-22 17:00:00,1989708.4
2022-05-22 18:00:00,1273777.8
2022-05-22 20:00:00,99507.875
2022-05-22 21:00:00,0.0
2022-05-22 22:00:00,0.0
2022-01-10 06:00:00,0.0
2022-01-10 08:00:00,418048.62
2022-01-10 09:00:00,918731.6
2022-01-10 10:00:00,1315287.5
2022-01-10 11:00:00,1534512.8
2022-01-10 12:00:00,1566655.5
2022-01-10 13:00:00,1391955.5
2022-01-10 14:00:00,1024847.75
2022-01-10 15:00:00,534173.25
2022-01-10 16:00:00,107078.5
2022-01-10 17:00:00,0.0
2022-01-10 18:00:00,0.0
2022-01-10 19:00:00,0.0
2022-01-10 20:00:00,0.0
2022-01-10 21:00:00,0.0
2022-08-24 07:00:00,315717.88
2022-08-24 08:00:00,957546.75
2022-08-24 09:00:00,1651279.0
2022-08-24 10:00:00,2268279.0
2022-08-24 11:00:00,2688380.5
2022-08-24 12:00:00,2971121.5
2022-08-24 13:00:00,2995052.2
2022-08-24 14:00:00,2759467.0
2022-08-24 15:00:00,2303244.8
2022-08-24 16:00:00,1687656.1
2022-08-24 17:00:00,991036.9
2022-08-24 18:00:00,346385.0
2022-08-24 19:00:00,19632.125
2022-08-24 20:00:00,0.0
2022-08-24 21:00:00,
2022-08-24 22:00:00,0.0
2022-06-17 07:00:00,
2022-06-17 08:00:00,1453289.8
2022-06-17 09:00:00,2157094.5
2022-06-17 10:00:00,2760878.2
2022-06-17 11:00:00,3190667.5
2022-06-17 12:00:00,3411625.0
2022-06-17 13:00:00,3402386.5
2022-06-17 14:00:00,3166929.5
2022-06-17 15:00:00,2732007.5
2022-06-17 16:00:00,2137590.8
2022-06-17 17:00:00,1441933.9
2022-06-17 18:00:00,736525.1
2022-06-17 19:00:00,187916.62
2022-06-17 20:00:00,1539.75
2022-06-17 21:00:00,0.0
2022-06-17 22:00:00,0.0
2022-06-17 07:00:00,741080.25
2022-06-17 08:00:00,1453289.8
2022-06-17 09:00:00,2157094.5
2022-06-17 10:00:00,2760878.2
2022-06-17 11:00:00,3190667.5
2022-06-17 12:00:00,
2022-06-17 13:00:00,3402386.5
2022-06-17 14:00:00,3166929.5
2022-06-17 16:00:00,2137590.8
2022-06-17 17:00:00,1441933.9
2022-06-17 18:00:00,736525.1
2022-06-17 19:00:00,187916.62
2022-06-17 20:00:00,1539.75
2022-06-17 21:00:00,0.0
2022-06-17 22:00:00,0.0
2022-02-25 07:00:00,273887.25
2022-02-25 08:00:00,872153.5
2022-02-25 09:00:00,1478888.5
2022-02-25 11:00:00,
2022-02-25 12:00:00,2262376.5
2022-02-25 13:00:00,2073433.5
2022-02-25 14:00:00,1673669.9
2022-02-25 15:00:00,
2022-02-25 16:00:00,494844.75
2022-02-25 18:00:00,0.0
2022-02-25 19:00:00,0.0
2022-02-25 20:00:00,0.0
2022-02-25 21:00:00,0.0
2022-01-29 06:00:00,0.0
2022-01-29 07:00:00,76860.375
2022-01-29 08:00:00,492535.12
2022-01-29 09:00:00,1019779.25
2022-01-29 10:00:00,1439496.0
2022-01-29 11:00:00,1684127.5
2022-01-29 12:00:00,1737762.9
2022-01-29 13:00:00,1581219.2
2022-01-29 14:00:00,1230022.5
2022-01-29 15:00:00,731392.5
2022-01-29 16:00:00,226282.62
2022-01-29 18:00:00,
2022-01-29 19:00:00,0.0
2022-01-29 20:00:00,0.0
2022-01-29 21:00:00,0.0
2022-02-18 05:00:00,256.75
2022-02-18 06:00:00,188558.12
2022-02-18 07:00:00,730494.4
2022-02-18 08:00:00,1320548.5
2022-02-18 09:00:00,1786522.4
2022-02-18 10:00:00,2058228.2
2022-02-18 11:00:00,2104485.8
2022-02-18 12:00:00,
2022-02-18 13:00:00,1546253.5
2022-02-18 14:00:00,
2022-02-18 15:00:00,421641.38
2022-02-18 16:00:00,39585.125
2022-02-18 17:00:00,0.0
2022-02-18 18:00:00,
2022-02-18 19:00:00,0.0
2022-02-18 20:00:00,0.0
2022-01-14 06:00:00,0.0
2022-01-14 07:00:00,51710.75
2022-01-14 08:00:00,431393.25
2022-01-14 09:00:00,
2022-01-14 10:00:00,1346596.2
2022-01-14 11:00:00,1584619.6
2022-01-14 12:00:00,1622472.4
2022-01-14 13:00:00,1447387.2
2022-01-14 14:00:00,1078932.2
2022-01-14 15:00:00,582740.25
2022-01-14 16:00:00,134922.75
2022-01-14 17:00:00,
2022-01-14 19:00:00,0.0
2022-01-14 20:00:00,0.0
2022-01-14 21:00:00,0.0
2022-01-03 05:00:00,0.0
2022-01-03 06:00:00,40675.75
2022-01-03 08:00:00,
2022-01-03 09:00:00,1222644.5
2022-01-03 10:00:00,1429166.6
2022-01-03 13:00:00,898201.4
2022-01-03 15:00:00,73780.875
2022-01-03 16:00:00,0.0
2022-01-03 17:00:00,0.0
2022-01-03 18:00:00,0.0
2022-01-03 19:00:00,0.0
2022-01-03 20:00:00,0.0
2022-05-26 07:00:00,684686.1
2022-05-26 08:00:00,1407674.0
2022-05-26 10:00:00,2716225.0
2022-05-26 11:00:00,3146335.0
2022-05-26 13:00:00,3343490.0
2022-05-26 14:00:00,3095779.0
2022-05-26 15:00:00,2640583.5
2022-05-26 16:00:00,2023070.1
2022-05-26 18:00:00,609558.0
2022-05-26 19:00:00,116124.625
2022-05-26 20:00:00,0.0
2022-05-26 22:00:00,0.0
2022-08-19 07:00:00,395593.62
2022-08-19 08:00:00,1068153.9
2022-08-19 09:00:00,1798712.2
2022-08-19 10:00:00,2442722.5
2022-08-19 11:00:00,2911712.0
2022-08-19 13:00:00,3144025.2
2022-08-19 14:00:00,2894004.5
2022-08-19 15:00:00,2429442.0
2022-08-19 16:00:00,1784084.5
2022-08-19 18:00:00,402715.0
2022-08-19 19:00:00,34580.875
2022-08-19 20:00:00,0.0
2022-08-19 21:00:00,0.0
2022-05-08 08:00:00,1148927.8
2022-05-08 09:00:00,1839837.0
2022-05-08 10:00:00,2450100.8
2022-05-08 11:00:00,2886947.2
2022-05-08 12:00:00,3109829.5
2022-05-08 13:00:00,3082947.5
2022-05-08 14:00:00,2848838.0
2022-05-08 15:00:00,2360024.0
2022-05-08 16:00:00,1753673.9
2022-05-08 17:00:00,1059492.6
2022-05-08 18:00:00,418690.12
2022-05-08 19:00:00,47604.75
2022-05-08 20:00:00,0.0
2022-05-08 21:00:00,0.0
2022-06-04 06:00:00,702585.9
2022-06-04 07:00:00,1394906.6
2022-06-04 08:00:00,2084019.5
2022-06-04 09:00:00,2666310.5
2022-06-04 10:00:00,3077430.0
2022-06-04 12:00:00,3253028.5
2022-06-04 13:00:00,3023730.5
2022-06-04 14:00:00,
2022-06-04 15:00:00,2006581.8
2022-06-04 16:00:00,
2022-06-04 17:00:00,642919.75
2022-06-04 18:00:00,140632.75
2022-06-04 19:00:00,192.5
2022-06-04 20:00:00,0.0
2022-02-21 05:00:00,898.25
2022-02-21 06:00:00,206201.38
2022-02-21 07:00:00,755772.25
2022-02-21 08:00:00,1353974.2
2022-02-21 09:00:00,1829956.9
2022-02-21 10:00:00,2110452.2
2022-02-21 11:00:00,2163317.8
2022-02-21 12:00:00,1985987.2
2022-02-21 13:00:00,1598990.8
2022-02-21 14:00:00,1052114.5
2022-02-21 15:00:00,454489.88
2022-02-21 17:00:00,0.0
2022-02-21 18:00:00,
2022-02-21 19:00:00,0.0
2022-02-21 20:00:00,0.0
2022-06-13 07:00:00,717727.0
2022-06-13 08:00:00,1415052.0
2022-06-13 10:00:00,
2022-06-13 11:00:00,3128499.2
2022-06-13 12:00:00,3346569.8
2022-06-13 13:00:00,
2022-06-13 14:00:00,3105274.5
2022-06-13 16:00:00,2092231.6
2022-06-13 17:00:00,1402733.8
2022-06-13 18:00:00,708039.25
2022-06-13 20:00:00,1026.5
2022-06-13 21:00:00,0.0
2022-06-13 22:00:00,0.0
2022-08-20 07:00:00,362809.25
2022-08-20 08:00:00,1019266.0
2022-08-20 09:00:00,1725252.2
2022-08-20 10:00:00,2340712.5
2022-08-20 11:00:00,2798538.5
2022-08-20 12:00:00,3034958.0
2022-08-20 13:00:00,3049072.5
2022-08-20 14:00:00,2836263.0
2022-08-20 15:00:00,2398069.2
2022-08-20 16:00:00,1781069.0
2022-08-20 17:00:00,1070206.9
2022-08-20 18:00:00,402779.12
2022-08-20 19:00:00,33233.5
2022-08-20 20:00:00,0.0
2022-08-20 21:00:00,0.0
2022-08-20 22:00:00,0.0
2022-07-19 07:00:00,585242.4
2022-07-19 08:00:00,1259984.0
2022-07-19 09:00:00,1952753.8
2022-07-19 10:00:00,2560194.5
2022-07-19 11:00:00,
2022-07-19 13:00:00,3259380.0
2022-07-19 14:00:00,3040604.0
2022-07-19 16:00:00,
2022-07-19 17:00:00,1369821.2
2022-07-19 18:00:00,683852.0
2022-07-19 20:00:00,449.25
2022-07-19 21:00:00,0.0
2022-07-19 22:00:00,0.0
2022-04-15 06:00:00,389113.75
2022-04-15 07:00:00,1111460.0
2022-04-15 08:00:00,1871979.9
2022-04-15 10:00:00,3000184.8
2022-04-15 11:00:00,3247896.0
2022-04-15 12:00:00,3247318.5
2022-04-15 14:00:00,
2022-04-15 15:00:00,1883335.6
2022-04-15 16:00:00,1126986.0
